,order_id,uuid_x,customer_id,created_at,updated_at,location_id,location_table_id,notes,status,total,order_method,order_number,sub_total,expires_at,delivery_fee,is_reported,report_message,address_id,delivery_date,status_class,id,uuid_y,action_at,admin_id,comment,action_type,order_seconds
0,1,cl284a0i325880ns68dvwikcj,1.0,2022-04-20 21:58:45.771,2022-04-20 21:58:45.978,2.0,,,OPEN,2.5,PICK_UP,422623465.0,2.5,2022-04-22 21:58:45.769,0.0,False,,,,1.0,1,cl284a0i325900ns62gvpuu7n,2022-04-20 21:58:45.771,,,OPEN,0.0
1,17,cl2aisstu05100ns633dz0kq9,5.0,2022-04-22 14:20:49.267,2022-04-22 14:21:14.581,3.0,,,PENDING,4.0,PICK_UP,422765790.0,4.0,2022-04-24 14:20:49.265,0.0,False,,,,2.0,23,cl2aisstv05110ns6i9djs3c5,2022-04-22 14:20:49.267,,,OPEN,0.0
2,17,cl2aisstu05100ns633dz0kq9,5.0,2022-04-22 14:20:49.267,2022-04-22 14:21:14.581,3.0,,,PENDING,4.0,PICK_UP,422765790.0,4.0,2022-04-24 14:20:49.265,0.0,False,,,,2.0,24,cl2ait9xg05760ns6j3uhvx0b,2022-04-22 14:21:11.427,,,PAYMENT_PENDING,0.0
3,17,cl2aisstu05100ns633dz0kq9,5.0,2022-04-22 14:20:49.267,2022-04-22 14:21:14.581,3.0,,,PENDING,4.0,PICK_UP,422765790.0,4.0,2022-04-24 14:20:49.265,0.0,False,,,,2.0,25,cl2aitcd005900ns68y94bvmn,2022-04-22 14:21:14.580,,,PENDING,0.0
4,2,cl285bu2m06680ns665i3oj8b,1.0,2022-04-20 22:28:10.366,2022-04-20 22:28:10.978,2.0,,,OPEN,5.0,PICK_UP,422833105.0,5.0,2022-04-22 22:28:10.364,0.0,False,,,,1.0,2,cl285bu2m06690ns6z67yfwdw,2022-04-20 22:28:10.366,,,OPEN,0.0
5,3,cl285c0af07700ns604mku8po,1.0,2022-04-20 22:28:18.423,2022-04-20 22:28:18.640,2.0,,,OPEN,2.5,PICK_UP,422447647.0,2.5,2022-04-22 22:28:18.419,0.0,False,,,,1.0,3,cl285c0af07710ns64wx124e2,2022-04-20 22:28:18.423,,,OPEN,0.0
6,4,cl285uklv01100ns6yz430lx3,2.0,2022-04-20 22:42:44.563,2022-04-20 22:42:45.024,2.0,,,OPEN,2.5,PICK_UP,422657154.0,2.5,2022-04-22 22:42:44.559,0.0,False,,,,1.0,4,cl285uklw01120ns62qdbfw1x,2022-04-20 22:42:44.564,,,OPEN,0.0
7,5,cl2888ihf17110ns6wz01yygv,1.0,2022-04-20 23:49:34.227,2022-04-20 23:49:41.731,2.0,,,OPEN,4.15,PICK_UP,422325574.0,4.0,2022-04-22 23:49:34.224,0.0,False,,,,1.0,5,cl2888ihf17130ns69mw5m4sr,2022-04-20 23:49:34.227,,,OPEN,0.0
8,6,cl29ilfgh39760ns69e5freqv,2.0,2022-04-21 21:27:19.169,2022-04-21 21:27:19.501,2.0,,,OPEN,2.58,PICK_UP,422588769.0,2.5,2022-04-23 21:27:19.167,0.0,False,,,,1.0,6,cl29ilfgi39780ns6pgjuuoo3,2022-04-21 21:27:19.170,,,OPEN,0.0
9,7,cl29io6eq42380ns6ca7pzpjz,3.0,2022-04-21 21:29:27.410,2022-04-21 21:29:27.724,3.0,,,OPEN,2.75,PICK_UP,422511732.0,2.75,2022-04-23 21:29:27.408,0.0,False,,,,1.0,7,cl29io6eq42410ns6gfs898kl,2022-04-21 21:29:27.410,,,OPEN,0.0
10,30,cl2al8iwk22070ns6c5j0wojx,5.0,2022-04-22 15:29:02.132,2022-04-22 15:29:18.188,3.0,,,PENDING,3.5,PICK_UP,422179062.0,3.5,2022-04-24 15:29:02.129,0.0,False,,,,2.0,59,cl2al8iwk22080ns6psi8ux7x,2022-04-22 15:29:02.132,,,OPEN,0.0
11,30,cl2al8iwk22070ns6c5j0wojx,5.0,2022-04-22 15:29:02.132,2022-04-22 15:29:18.188,3.0,,,PENDING,3.5,PICK_UP,422179062.0,3.5,2022-04-24 15:29:02.129,0.0,False,,,,2.0,60,cl2al8t0022630ns6mqnncabc,2022-04-22 15:29:15.216,,,PAYMENT_PENDING,0.0
12,30,cl2al8iwk22070ns6c5j0wojx,5.0,2022-04-22 15:29:02.132,2022-04-22 15:29:18.188,3.0,,,PENDING,3.5,PICK_UP,422179062.0,3.5,2022-04-24 15:29:02.129,0.0,False,,,,2.0,61,cl2al8vaj22770ns6i5nfzi2d,2022-04-22 15:29:18.187,,,PENDING,0.0
13,8,cl29iojwz43100ns62lwcql6a,3.0,2022-04-21 21:29:44.915,2022-04-21 21:30:12.634,3.0,,,OPEN,4.0,PICK_UP,422456075.0,4.0,2022-04-23 21:29:44.912,0.0,False,,,,1.0,8,cl29iojx043110ns6vpc6f8xm,2022-04-21 21:29:44.916,,,OPEN,0.0
14,25,cl2akx76f16540ns6agboblu4,5.0,2022-04-22 15:20:13.719,2022-04-22 15:20:29.782,3.0,,,PENDING,2.75,PICK_UP,422169637.0,2.75,2022-04-24 15:20:13.717,0.0,False,,,,2.0,44,cl2akx76f16550ns6xjgwn3bf,2022-04-22 15:20:13.719,,,OPEN,0.0
15,25,cl2akx76f16540ns6agboblu4,5.0,2022-04-22 15:20:13.719,2022-04-22 15:20:29.782,3.0,,,PENDING,2.75,PICK_UP,422169637.0,2.75,2022-04-24 15:20:13.717,0.0,False,,,,2.0,45,cl2akxgz617120ns65ijkc6ft,2022-04-22 15:20:26.418,,,PAYMENT_PENDING,0.0
16,25,cl2akx76f16540ns6agboblu4,5.0,2022-04-22 15:20:13.719,2022-04-22 15:20:29.782,3.0,,,PENDING,2.75,PICK_UP,422169637.0,2.75,2022-04-24 15:20:13.717,0.0,False,,,,2.0,46,cl2akxjkl17270ns649yo4cix,2022-04-22 15:20:29.781,,,PENDING,0.0
17,18,cl2aiyti506130ns6n4a53lq9,5.0,2022-04-22 14:25:30.077,2022-04-22 14:29:26.696,3.0,,,PENDING,2.75,PICK_UP,422782321.0,2.75,2022-04-24 14:25:30.075,0.0,False,,,,2.0,26,cl2aiyti506140ns64a9h6xok,2022-04-22 14:25:30.077,,,OPEN,0.0
18,18,cl2aiyti506130ns6n4a53lq9,5.0,2022-04-22 14:25:30.077,2022-04-22 14:29:26.696,3.0,,,PENDING,2.75,PICK_UP,422782321.0,2.75,2022-04-24 14:25:30.075,0.0,False,,,,2.0,27,cl2aj3tgw06830ns66slp7e58,2022-04-22 14:29:23.312,,,PAYMENT_PENDING,0.0
19,18,cl2aiyti506130ns6n4a53lq9,5.0,2022-04-22 14:25:30.077,2022-04-22 14:29:26.696,3.0,,,PENDING,2.75,PICK_UP,422782321.0,2.75,2022-04-24 14:25:30.075,0.0,False,,,,2.0,28,cl2aj3w2v06970ns6t1w1zldi,2022-04-22 14:29:26.695,,,PENDING,0.0
20,10,cl29jqt7l67080ns6kzml2e7o,1.0,2022-04-21 21:59:29.889,2022-04-21 21:59:52.023,2.0,,,OPEN,6.95,PICK_UP,422707322.0,6.75,2022-04-23 21:59:29.887,0.0,False,,,,1.0,11,cl29jqt7l67100ns6jdwjngk1,2022-04-21 21:59:29.889,,,OPEN,0.0
21,19,cl2aj493j07240ns6xw2i2vtz,5.0,2022-04-22 14:29:43.567,2022-04-22 14:41:50.902,3.0,,,PAYMENT_PENDING,2.75,PICK_UP,422176844.0,2.75,2022-04-24 14:29:43.565,0.0,False,,,,3.0,29,cl2aj493j07250ns63tvdd97c,2022-04-22 14:29:43.567,,,OPEN,0.0
22,19,cl2aj493j07240ns6xw2i2vtz,5.0,2022-04-22 14:29:43.567,2022-04-22 14:41:50.902,3.0,,,PAYMENT_PENDING,2.75,PICK_UP,422176844.0,2.75,2022-04-24 14:29:43.565,0.0,False,,,,3.0,30,cl2ajjub903220ns6ccuyw4i0,2022-04-22 14:41:50.901,,,PAYMENT_PENDING,0.0
23,11,cl29jzcq102990ns6rpvep56k,4.0,2022-04-21 22:06:08.425,2022-04-21 22:11:30.142,1.0,,,PENDING,5.56,PICK_UP,422498724.0,5.0,2022-04-23 22:06:08.423,0.0,False,,,,2.0,12,cl29jzcq203030ns6inix6914,2022-04-21 22:06:08.426,,,OPEN,0.0
24,11,cl29jzcq102990ns6rpvep56k,4.0,2022-04-21 22:06:08.425,2022-04-21 22:11:30.142,1.0,,,PENDING,5.56,PICK_UP,422498724.0,5.0,2022-04-23 22:06:08.423,0.0,False,,,,2.0,13,cl29k63sa08030ns6ewawasmy,2022-04-21 22:11:23.434,,,PAYMENT_PENDING,0.0
25,11,cl29jzcq102990ns6rpvep56k,4.0,2022-04-21 22:06:08.425,2022-04-21 22:11:30.142,1.0,,,PENDING,5.56,PICK_UP,422498724.0,5.0,2022-04-23 22:06:08.423,0.0,False,,,,2.0,14,cl29k68yl08170ns636imu40k,2022-04-21 22:11:30.141,,,PENDING,0.0
26,9,cl29j8psc59820ns6pd1bp27p,3.0,2022-04-21 21:45:25.644,2022-04-21 22:50:30.903,3.0,,,PENDING,3.5,PICK_UP,422552339.0,3.5,2022-04-23 21:45:25.642,0.0,False,,,,2.0,9,cl29j8psd59830ns69xzehgj1,2022-04-21 21:45:25.645,,,OPEN,0.0
27,9,cl29j8psc59820ns6pd1bp27p,3.0,2022-04-21 21:45:25.644,2022-04-21 22:50:30.903,3.0,,,PENDING,3.5,PICK_UP,422552339.0,3.5,2022-04-23 21:45:25.642,0.0,False,,,,2.0,15,cl29lkf3q00080ns6utjrmafe,2022-04-21 22:50:30.902,,,PENDING,0.0
28,9,cl29j8psc59820ns6pd1bp27p,3.0,2022-04-21 21:45:25.644,2022-04-21 22:50:30.903,3.0,,,PENDING,3.5,PICK_UP,422552339.0,3.5,2022-04-23 21:45:25.642,0.0,False,,,,2.0,10,cl29jfbdf61650ns63bia850b,2022-04-21 21:50:33.555,,,PAYMENT_PENDING,0.0
29,36,cl2aqmx5j47320ns60klxit7e,6.0,2022-04-22 18:00:11.863,2022-04-22 18:01:47.347,5.0,,,PENDING,26.63,PICK_UP,422087556.0,23.99,2022-04-24 18:00:11.860,0.0,False,,,,2.0,77,cl2aqmx5k47360ns695duh0ip,2022-04-22 18:00:11.864,,,OPEN,0.0
30,36,cl2aqmx5j47320ns60klxit7e,6.0,2022-04-22 18:00:11.863,2022-04-22 18:01:47.347,5.0,,,PENDING,26.63,PICK_UP,422087556.0,23.99,2022-04-24 18:00:11.860,0.0,False,,,,2.0,78,cl2aqowgx48230ns65iaq1ch9,2022-04-22 18:01:44.289,,,PAYMENT_PENDING,0.0
31,36,cl2aqmx5j47320ns60klxit7e,6.0,2022-04-22 18:00:11.863,2022-04-22 18:01:47.347,5.0,,,PENDING,26.63,PICK_UP,422087556.0,23.99,2022-04-24 18:00:11.860,0.0,False,,,,2.0,79,cl2aqoytu48380ns6l36q0y1z,2022-04-22 18:01:47.346,,,PENDING,0.0
32,12,cl2ahpag800420ns6g3yqg3iz,1.0,2022-04-22 13:50:05.864,2022-04-22 13:56:43.112,2.0,,,OPEN,8.49,PICK_UP,422602606.0,8.25,2022-04-24 13:50:05.862,0.0,False,,,,1.0,16,cl2ahpag900440ns6hiafsv50,2022-04-22 13:50:05.865,,,OPEN,0.0
33,20,cl2akgz1703730ns6i6w7hvbn,5.0,2022-04-22 15:07:36.667,2022-04-22 15:07:58.996,3.0,,,PENDING,2.75,PICK_UP,422886444.0,2.75,2022-04-24 15:07:36.664,0.0,False,,,,2.0,31,cl2akgz1803740ns6xa1na24l,2022-04-22 15:07:36.668,,,OPEN,0.0
34,20,cl2akgz1703730ns6i6w7hvbn,5.0,2022-04-22 15:07:36.667,2022-04-22 15:07:58.996,3.0,,,PENDING,2.75,PICK_UP,422886444.0,2.75,2022-04-24 15:07:36.664,0.0,False,,,,2.0,32,cl2akhduz11390ns6ao565jcn,2022-04-22 15:07:55.883,,,PAYMENT_PENDING,0.0
35,20,cl2akgz1703730ns6i6w7hvbn,5.0,2022-04-22 15:07:36.667,2022-04-22 15:07:58.996,3.0,,,PENDING,2.75,PICK_UP,422886444.0,2.75,2022-04-24 15:07:36.664,0.0,False,,,,2.0,33,cl2akhg9f11530ns6dakcjh1y,2022-04-22 15:07:58.995,,,PENDING,0.0
36,13,cl2aia7jc02000ns6qju82fpb,1.0,2022-04-22 14:06:21.864,2022-04-22 14:07:21.149,2.0,,,OPEN,3.6,PICK_UP,422596179.0,3.5,2022-04-24 14:06:21.862,0.0,False,,,,1.0,17,cl2aia7jd02020ns6dk21dtua,2022-04-22 14:06:21.865,,,OPEN,0.0
37,26,cl2aky8cl17700ns62b18np8m,5.0,2022-04-22 15:21:01.893,2022-04-22 15:21:16.251,3.0,,,PENDING,2.75,PICK_UP,422837569.0,2.75,2022-04-24 15:21:01.891,0.0,False,,,,2.0,47,cl2aky8cl17710ns6w8d7oa8g,2022-04-22 15:21:01.893,,,OPEN,0.0
38,26,cl2aky8cl17700ns62b18np8m,5.0,2022-04-22 15:21:01.893,2022-04-22 15:21:16.251,3.0,,,PENDING,2.75,PICK_UP,422837569.0,2.75,2022-04-24 15:21:01.891,0.0,False,,,,2.0,48,cl2akygyk18270ns6xxswu1pz,2022-04-22 15:21:13.052,,,PAYMENT_PENDING,0.0
39,26,cl2aky8cl17700ns62b18np8m,5.0,2022-04-22 15:21:01.893,2022-04-22 15:21:16.251,3.0,,,PENDING,2.75,PICK_UP,422837569.0,2.75,2022-04-24 15:21:01.891,0.0,False,,,,2.0,49,cl2akyjfe18410ns6icwcv0l4,2022-04-22 15:21:16.250,,,PENDING,0.0
40,14,cl2aig7fr03270ns6q2xeg09k,5.0,2022-04-22 14:11:01.671,2022-04-22 14:11:57.574,3.0,,,PENDING,2.75,PICK_UP,422804317.0,2.75,2022-04-24 14:11:01.666,0.0,False,,,,2.0,18,cl2aig7fr03300ns6jb2sb0zb,2022-04-22 14:11:01.671,,,OPEN,0.0
41,14,cl2aig7fr03270ns6q2xeg09k,5.0,2022-04-22 14:11:01.671,2022-04-22 14:11:57.574,3.0,,,PENDING,2.75,PICK_UP,422804317.0,2.75,2022-04-24 14:11:01.666,0.0,False,,,,2.0,19,cl2aihcf203840ns6suudb8ck,2022-04-22 14:11:54.782,,,PAYMENT_PENDING,0.0
42,14,cl2aig7fr03270ns6q2xeg09k,5.0,2022-04-22 14:11:01.671,2022-04-22 14:11:57.574,3.0,,,PENDING,2.75,PICK_UP,422804317.0,2.75,2022-04-24 14:11:01.666,0.0,False,,,,2.0,20,cl2aihekl03990ns6mnaylr3p,2022-04-22 14:11:57.573,,,PENDING,0.0
43,15,cl2ailafb02460ns6oj6260aq,5.0,2022-04-22 14:14:58.823,2022-04-22 14:14:59.050,3.0,,,OPEN,4.0,PICK_UP,422928741.0,4.0,2022-04-24 14:14:58.821,0.0,False,,,,1.0,21,cl2ailafb02470ns6m6uo8447,2022-04-22 14:14:58.823,,,OPEN,0.0
44,16,cl2ais5lg04260ns67gbugidu,5.0,2022-04-22 14:20:19.156,2022-04-22 14:20:19.405,3.0,,,OPEN,2.75,PICK_UP,422217575.0,2.75,2022-04-24 14:20:19.153,0.0,False,,,,1.0,22,cl2ais5lg04270ns67jtte4bp,2022-04-22 14:20:19.156,,,OPEN,0.0
45,21,cl2aklpjc12170ns6krc2wwji,5.0,2022-04-22 15:11:17.640,2022-04-22 15:11:18.084,3.0,,,OPEN,5.5,PICK_UP,422933681.0,5.5,2022-04-24 15:11:17.639,0.0,False,,,,1.0,34,cl2aklpjd12180ns6dzrke1kr,2022-04-22 15:11:17.641,,,OPEN,0.0
46,33,cl2alxss925980ns61a78bu9a,5.0,2022-04-22 15:48:41.337,2022-04-22 16:47:55.785,3.0,,,PENDING,2.75,PICK_UP,422679648.0,2.75,2022-04-24 15:48:41.334,0.0,False,,,,2.0,68,cl2alxss925990ns6w29lbfs2,2022-04-22 15:48:41.337,,,OPEN,0.0
47,33,cl2alxss925980ns61a78bu9a,5.0,2022-04-22 15:48:41.337,2022-04-22 16:47:55.785,3.0,,,PENDING,2.75,PICK_UP,422679648.0,2.75,2022-04-24 15:48:41.334,0.0,False,,,,2.0,69,cl2aly1s426550ns6539wtuxm,2022-04-22 15:48:52.996,,,PAYMENT_PENDING,0.0
48,33,cl2alxss925980ns61a78bu9a,5.0,2022-04-22 15:48:41.337,2022-04-22 16:47:55.785,3.0,,,PENDING,2.75,PICK_UP,422679648.0,2.75,2022-04-24 15:48:41.334,0.0,False,,,,2.0,72,cl2ao1zev01410ns6iz0n5dg5,2022-04-22 16:47:55.783,,,PENDING,0.0
49,27,cl2akznvw18830ns6xzp6n0y9,5.0,2022-04-22 15:22:08.684,2022-04-22 15:22:24.931,3.0,,,PENDING,2.75,PICK_UP,422562515.0,2.75,2022-04-24 15:22:08.681,0.0,False,,,,2.0,50,cl2akznvw18840ns6xkcvj1ms,2022-04-22 15:22:08.684,,,OPEN,0.0
50,27,cl2akznvw18830ns6xzp6n0y9,5.0,2022-04-22 15:22:08.684,2022-04-22 15:22:24.931,3.0,,,PENDING,2.75,PICK_UP,422562515.0,2.75,2022-04-24 15:22:08.681,0.0,False,,,,2.0,51,cl2akzy6i19390ns6uayrnwhb,2022-04-22 15:22:22.026,,,PAYMENT_PENDING,0.0
51,27,cl2akznvw18830ns6xzp6n0y9,5.0,2022-04-22 15:22:08.684,2022-04-22 15:22:24.931,3.0,,,PENDING,2.75,PICK_UP,422562515.0,2.75,2022-04-24 15:22:08.681,0.0,False,,,,2.0,52,cl2al00f619530ns6rdimy9ub,2022-04-22 15:22:24.930,,,PENDING,0.0
52,22,cl2aklwwh12840ns6d33cbvjg,5.0,2022-04-22 15:11:27.185,2022-04-22 15:11:47.874,3.0,,,PENDING,2.75,PICK_UP,422071266.0,2.75,2022-04-24 15:11:27.183,0.0,False,,,,2.0,35,cl2aklwwh12850ns6iq62mr7j,2022-04-22 15:11:27.185,,,OPEN,0.0
53,22,cl2aklwwh12840ns6d33cbvjg,5.0,2022-04-22 15:11:27.185,2022-04-22 15:11:47.874,3.0,,,PENDING,2.75,PICK_UP,422071266.0,2.75,2022-04-24 15:11:27.183,0.0,False,,,,2.0,36,cl2akmaae13400ns6pkia8fx2,2022-04-22 15:11:44.534,,,PAYMENT_PENDING,0.0
54,22,cl2aklwwh12840ns6d33cbvjg,5.0,2022-04-22 15:11:27.185,2022-04-22 15:11:47.874,3.0,,,PENDING,2.75,PICK_UP,422071266.0,2.75,2022-04-24 15:11:27.183,0.0,False,,,,2.0,37,cl2akmcv513550ns6trrgnj7l,2022-04-22 15:11:47.873,,,PENDING,0.0
55,31,cl2alc3r123250ns6n19bri2c,5.0,2022-04-22 15:31:49.117,2022-04-22 15:33:09.398,3.0,,,PENDING,2.75,PICK_UP,422492206.0,2.75,2022-04-24 15:31:49.115,0.0,False,,,,2.0,62,cl2alc3r123260ns66ntwzyuy,2022-04-22 15:31:49.117,,,OPEN,0.0
56,31,cl2alc3r123250ns6n19bri2c,5.0,2022-04-22 15:31:49.117,2022-04-22 15:33:09.398,3.0,,,PENDING,2.75,PICK_UP,422492206.0,2.75,2022-04-24 15:31:49.115,0.0,False,,,,2.0,63,cl2alcc1o23820ns6jd7s1oxi,2022-04-22 15:31:59.868,,,PAYMENT_PENDING,0.0
57,31,cl2alc3r123250ns6n19bri2c,5.0,2022-04-22 15:31:49.117,2022-04-22 15:33:09.398,3.0,,,PENDING,2.75,PICK_UP,422492206.0,2.75,2022-04-24 15:31:49.115,0.0,False,,,,2.0,64,cl2alce7x23960ns657d7h7qg,2022-04-22 15:32:02.685,,,PENDING,0.0
58,23,cl2akmzq413840ns6tfxndhg3,5.0,2022-04-22 15:12:17.500,2022-04-22 15:12:32.273,3.0,,,PENDING,2.75,PICK_UP,422818987.0,2.75,2022-04-24 15:12:17.498,0.0,False,,,,2.0,38,cl2akmzq413850ns6mxy4z83n,2022-04-22 15:12:17.500,,,OPEN,0.0
59,23,cl2akmzq413840ns6tfxndhg3,5.0,2022-04-22 15:12:17.500,2022-04-22 15:12:32.273,3.0,,,PENDING,2.75,PICK_UP,422818987.0,2.75,2022-04-24 15:12:17.498,0.0,False,,,,2.0,39,cl2akn8s514490ns6g3y4d9wq,2022-04-22 15:12:29.237,,,PAYMENT_PENDING,0.0
60,23,cl2akmzq413840ns6tfxndhg3,5.0,2022-04-22 15:12:17.500,2022-04-22 15:12:32.273,3.0,,,PENDING,2.75,PICK_UP,422818987.0,2.75,2022-04-24 15:12:17.498,0.0,False,,,,2.0,40,cl2aknb4g14630ns6w6avp36j,2022-04-22 15:12:32.272,,,PENDING,0.0
61,28,cl2al3fp919810ns6s4p6ar39,5.0,2022-04-22 15:25:04.701,2022-04-22 15:25:19.805,3.0,,,PENDING,2.75,PICK_UP,422414091.0,2.75,2022-04-24 15:25:04.699,0.0,False,,,,2.0,53,cl2al3fp919820ns6no7vet10,2022-04-22 15:25:04.701,,,OPEN,0.0
62,28,cl2al3fp919810ns6s4p6ar39,5.0,2022-04-22 15:25:04.701,2022-04-22 15:25:19.805,3.0,,,PENDING,2.75,PICK_UP,422414091.0,2.75,2022-04-24 15:25:04.699,0.0,False,,,,2.0,54,cl2al3p9f20380ns6gg5tooo8,2022-04-22 15:25:17.091,,,PAYMENT_PENDING,0.0
63,28,cl2al3fp919810ns6s4p6ar39,5.0,2022-04-22 15:25:04.701,2022-04-22 15:25:19.805,3.0,,,PENDING,2.75,PICK_UP,422414091.0,2.75,2022-04-24 15:25:04.699,0.0,False,,,,2.0,55,cl2al3rcs20520ns6nyfwgwqf,2022-04-22 15:25:19.804,,,PENDING,0.0
64,24,cl2aks7gp15250ns66aan6s9e,5.0,2022-04-22 15:16:20.809,2022-04-22 15:16:36.218,3.0,,,PENDING,2.75,PICK_UP,422352850.0,2.75,2022-04-24 15:16:20.808,0.0,False,,,,2.0,41,cl2aks7gq15260ns6b3z6c20u,2022-04-22 15:16:20.810,,,OPEN,0.0
65,24,cl2aks7gp15250ns66aan6s9e,5.0,2022-04-22 15:16:20.809,2022-04-22 15:16:36.218,3.0,,,PENDING,2.75,PICK_UP,422352850.0,2.75,2022-04-24 15:16:20.808,0.0,False,,,,2.0,42,cl2aksgsn15810ns6efctirgc,2022-04-22 15:16:32.903,,,PAYMENT_PENDING,0.0
66,24,cl2aks7gp15250ns66aan6s9e,5.0,2022-04-22 15:16:20.809,2022-04-22 15:16:36.218,3.0,,,PENDING,2.75,PICK_UP,422352850.0,2.75,2022-04-24 15:16:20.808,0.0,False,,,,2.0,43,cl2aksjcp15960ns6uysy3hnr,2022-04-22 15:16:36.217,,,PENDING,0.0
67,32,cl2alecfd24910ns6bqtd3gr3,5.0,2022-04-22 15:33:33.673,2022-04-22 15:33:57.530,3.0,,,PENDING,3.5,PICK_UP,422202810.0,3.5,2022-04-24 15:33:33.672,0.0,False,,,,2.0,65,cl2alecfd24920ns6lps66m4x,2022-04-22 15:33:33.673,,,OPEN,0.0
68,32,cl2alecfd24910ns6bqtd3gr3,5.0,2022-04-22 15:33:33.673,2022-04-22 15:33:57.530,3.0,,,PENDING,3.5,PICK_UP,422202810.0,3.5,2022-04-24 15:33:33.672,0.0,False,,,,2.0,66,cl2alesm125470ns6ve5kw359,2022-04-22 15:33:54.649,,,PAYMENT_PENDING,0.0
69,32,cl2alecfd24910ns6bqtd3gr3,5.0,2022-04-22 15:33:33.673,2022-04-22 15:33:57.530,3.0,,,PENDING,3.5,PICK_UP,422202810.0,3.5,2022-04-24 15:33:33.672,0.0,False,,,,2.0,67,cl2aleuu125620ns667kfq1xg,2022-04-22 15:33:57.529,,,PENDING,0.0
70,29,cl2al4ihf20940ns6u12jx2ix,5.0,2022-04-22 15:25:54.963,2022-04-22 15:26:10.667,3.0,,,PENDING,2.75,PICK_UP,422443657.0,2.75,2022-04-24 15:25:54.961,0.0,False,,,,2.0,56,cl2al4ihf20950ns6l5yvywv9,2022-04-22 15:25:54.963,,,OPEN,0.0
71,29,cl2al4ihf20940ns6u12jx2ix,5.0,2022-04-22 15:25:54.963,2022-04-22 15:26:10.667,3.0,,,PENDING,2.75,PICK_UP,422443657.0,2.75,2022-04-24 15:25:54.961,0.0,False,,,,2.0,57,cl2al4scn21510ns6td8va4rg,2022-04-22 15:26:07.751,,,PAYMENT_PENDING,0.0
72,29,cl2al4ihf20940ns6u12jx2ix,5.0,2022-04-22 15:25:54.963,2022-04-22 15:26:10.667,3.0,,,PENDING,2.75,PICK_UP,422443657.0,2.75,2022-04-24 15:25:54.961,0.0,False,,,,2.0,58,cl2al4ulm21650ns6wn8q9gmj,2022-04-22 15:26:10.666,,,PENDING,0.0
73,38,cl2f1exu909230ns6ubfbr2i9,7.0,2022-04-25 18:12:59.985,2022-04-25 18:31:18.398,5.0,,,PENDING,64.16,DINE_IN,422260477.0,58.0,2022-04-27 18:12:59.981,0.0,False,,,,2.0,83,cl2f1exu909260ns66rd3p7s1,2022-04-25 18:12:59.985,,,OPEN,0.0
74,38,cl2f1exu909230ns6ubfbr2i9,7.0,2022-04-25 18:12:59.985,2022-04-25 18:31:18.398,5.0,,,PENDING,64.16,DINE_IN,422260477.0,58.0,2022-04-27 18:12:59.981,0.0,False,,,,2.0,85,cl2f22hdp12500ns60icf0vem,2022-04-25 18:31:18.397,,,PENDING,0.0
75,38,cl2f1exu909230ns6ubfbr2i9,7.0,2022-04-25 18:12:59.985,2022-04-25 18:31:18.398,5.0,,,PENDING,64.16,DINE_IN,422260477.0,58.0,2022-04-27 18:12:59.981,0.0,False,,,,2.0,84,cl2f2204312360ns62gqrm0nf,2022-04-25 18:30:56.019,,,PAYMENT_PENDING,0.0
76,35,cl2aoiglb00260ns622shsgmc,5.0,2022-04-22 17:00:44.543,2022-04-22 17:01:37.283,3.0,,,PENDING,2.75,PICK_UP,422470688.0,2.75,2022-04-24 17:00:44.540,0.0,False,,,,2.0,73,cl2aoiglb00270ns676p251vf,2022-04-22 17:00:44.543,,,OPEN,0.0
77,35,cl2aoiglb00260ns622shsgmc,5.0,2022-04-22 17:00:44.543,2022-04-22 17:01:37.283,3.0,,,PENDING,2.75,PICK_UP,422470688.0,2.75,2022-04-24 17:00:44.540,0.0,False,,,,2.0,75,cl2aojlaa01550ns64xgl9ouc,2022-04-22 17:01:37.282,,,PENDING,0.0
78,35,cl2aoiglb00260ns622shsgmc,5.0,2022-04-22 17:00:44.543,2022-04-22 17:01:37.283,3.0,,,PENDING,2.75,PICK_UP,422470688.0,2.75,2022-04-24 17:00:44.540,0.0,False,,,,2.0,74,cl2aojit600850ns66f8c98ts,2022-04-22 17:01:34.074,,,PAYMENT_PENDING,0.0
79,34,cl2amgqud33260ns65r8njjfz,5.0,2022-04-22 16:03:25.285,2022-04-22 17:03:24.771,3.0,,,PENDING,10.25,PICK_UP,422168006.0,10.25,2022-04-24 16:03:25.283,0.0,False,,,,2.0,70,cl2amgqud33270ns6r77is83p,2022-04-22 16:03:25.285,,,OPEN,0.0
80,34,cl2amgqud33260ns65r8njjfz,5.0,2022-04-22 16:03:25.285,2022-04-22 17:03:24.771,3.0,,,PENDING,10.25,PICK_UP,422168006.0,10.25,2022-04-24 16:03:25.283,0.0,False,,,,2.0,71,cl2amhg1a35230ns6wcpmt5ls,2022-04-22 16:03:57.934,,,PAYMENT_PENDING,0.0
81,34,cl2amgqud33260ns65r8njjfz,5.0,2022-04-22 16:03:25.285,2022-04-22 17:03:24.771,3.0,,,PENDING,10.25,PICK_UP,422168006.0,10.25,2022-04-24 16:03:25.283,0.0,False,,,,2.0,76,cl2aolw8203090ns69ycsz7ey,2022-04-22 17:03:24.770,,,PENDING,0.0
